SpEffect found in TAE: 2002,SpEffect found in Animation: 19400,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2002,SpEffect found in Animation: 19400,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2002,SpEffect found in Animation: 19400,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2002,SpEffect found in Animation: 19400,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2002,SpEffect found in Animation: 19400,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2002,SpEffect found in Animation: 19400,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2002,SpEffect found in Animation: 19410,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2002,SpEffect found in Animation: 19410,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2002,SpEffect found in Animation: 19410,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2002,SpEffect found in Animation: 19410,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2002,SpEffect found in Animation: 19410,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2002,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2002,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2002,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2002,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2002,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2002,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2002,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2002,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2002,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2002,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2002,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2002,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2002,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2002,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2002,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 30
SpEffect found in TAE: 2002,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 51
SpEffect found in TAE: 2002,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 41
SpEffect found in TAE: 2002,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 40
SpEffect found in TAE: 2002,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 6992
SpEffect found in TAE: 2002,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 6215020
SpEffect found in TAE: 2002,SpEffect found in Animation: 19510,SpEffect from Event Type: 67,SpEffect ID: 30
SpEffect found in TAE: 2002,SpEffect found in Animation: 19510,SpEffect from Event Type: 67,SpEffect ID: 51
SpEffect found in TAE: 2002,SpEffect found in Animation: 19510,SpEffect from Event Type: 67,SpEffect ID: 41
SpEffect found in TAE: 2002,SpEffect found in Animation: 19510,SpEffect from Event Type: 67,SpEffect ID: 40
SpEffect found in TAE: 2002,SpEffect found in Animation: 19510,SpEffect from Event Type: 67,SpEffect ID: 6215020
SpEffect found in TAE: 2002,SpEffect found in Animation: 19520,SpEffect from Event Type: 67,SpEffect ID: 30
SpEffect found in TAE: 2002,SpEffect found in Animation: 19520,SpEffect from Event Type: 67,SpEffect ID: 51
SpEffect found in TAE: 2002,SpEffect found in Animation: 19520,SpEffect from Event Type: 67,SpEffect ID: 41
SpEffect found in TAE: 2002,SpEffect found in Animation: 19520,SpEffect from Event Type: 67,SpEffect ID: 40
SpEffect found in TAE: 2002,SpEffect found in Animation: 19520,SpEffect from Event Type: 67,SpEffect ID: 6215020
SpEffect found in TAE: 2002,SpEffect found in Animation: 19530,SpEffect from Event Type: 67,SpEffect ID: 6215020
SpEffect found in TAE: 2002,SpEffect found in Animation: 23000,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2002,SpEffect found in Animation: 23000,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2002,SpEffect found in Animation: 23000,SpEffect from Event Type: 66,SpEffect ID: 100000
SpEffect found in TAE: 2002,SpEffect found in Animation: 23010,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2002,SpEffect found in Animation: 23010,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2002,SpEffect found in Animation: 23010,SpEffect from Event Type: 66,SpEffect ID: 100000
SpEffect found in TAE: 2002,SpEffect found in Animation: 23020,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2002,SpEffect found in Animation: 23020,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2002,SpEffect found in Animation: 23020,SpEffect from Event Type: 66,SpEffect ID: 100130
SpEffect found in TAE: 2002,SpEffect found in Animation: 23020,SpEffect from Event Type: 66,SpEffect ID: 138
SpEffect found in TAE: 2002,SpEffect found in Animation: 23030,SpEffect from Event Type: 67,SpEffect ID: 100130
SpEffect found in TAE: 2002,SpEffect found in Animation: 23030,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2002,SpEffect found in Animation: 23030,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2002,SpEffect found in Animation: 23100,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2002,SpEffect found in Animation: 23100,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2002,SpEffect found in Animation: 23100,SpEffect from Event Type: 66,SpEffect ID: 100000
SpEffect found in TAE: 2002,SpEffect found in Animation: 23110,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2002,SpEffect found in Animation: 23110,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2002,SpEffect found in Animation: 23110,SpEffect from Event Type: 66,SpEffect ID: 100000
SpEffect found in TAE: 2002,SpEffect found in Animation: 23120,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2002,SpEffect found in Animation: 23120,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2002,SpEffect found in Animation: 23120,SpEffect from Event Type: 66,SpEffect ID: 100130
SpEffect found in TAE: 2002,SpEffect found in Animation: 23120,SpEffect from Event Type: 66,SpEffect ID: 138
SpEffect found in TAE: 2002,SpEffect found in Animation: 23130,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2002,SpEffect found in Animation: 23130,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2002,SpEffect found in Animation: 23200,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2002,SpEffect found in Animation: 23200,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2002,SpEffect found in Animation: 23200,SpEffect from Event Type: 66,SpEffect ID: 100000
SpEffect found in TAE: 2002,SpEffect found in Animation: 23210,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2002,SpEffect found in Animation: 23210,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2002,SpEffect found in Animation: 23210,SpEffect from Event Type: 66,SpEffect ID: 100000
SpEffect found in TAE: 2002,SpEffect found in Animation: 23220,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2002,SpEffect found in Animation: 23220,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2002,SpEffect found in Animation: 23220,SpEffect from Event Type: 66,SpEffect ID: 100130
SpEffect found in TAE: 2002,SpEffect found in Animation: 23220,SpEffect from Event Type: 66,SpEffect ID: 138
SpEffect found in TAE: 2002,SpEffect found in Animation: 23230,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2002,SpEffect found in Animation: 23230,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2003,SpEffect found in Animation: 30,SpEffect from Event Type: 66,SpEffect ID: 412
SpEffect found in TAE: 2003,SpEffect found in Animation: 110,SpEffect from Event Type: 67,SpEffect ID: 6210175
SpEffect found in TAE: 2003,SpEffect found in Animation: 19000,SpEffect from Event Type: 66,SpEffect ID: 6202004
SpEffect found in TAE: 2003,SpEffect found in Animation: 19000,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2003,SpEffect found in Animation: 19000,SpEffect from Event Type: 66,SpEffect ID: 6202005
SpEffect found in TAE: 2003,SpEffect found in Animation: 19001,SpEffect from Event Type: 66,SpEffect ID: 6202004
SpEffect found in TAE: 2003,SpEffect found in Animation: 19001,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2003,SpEffect found in Animation: 19001,SpEffect from Event Type: 66,SpEffect ID: 6202005
SpEffect found in TAE: 2003,SpEffect found in Animation: 19004,SpEffect from Event Type: 66,SpEffect ID: 6202004
SpEffect found in TAE: 2003,SpEffect found in Animation: 19004,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2003,SpEffect found in Animation: 19004,SpEffect from Event Type: 66,SpEffect ID: 6202005
SpEffect found in TAE: 2003,SpEffect found in Animation: 19010,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2003,SpEffect found in Animation: 19010,SpEffect from Event Type: 67,SpEffect ID: 6210175
SpEffect found in TAE: 2003,SpEffect found in Animation: 19011,SpEffect from Event Type: 67,SpEffect ID: 6210175
SpEffect found in TAE: 2003,SpEffect found in Animation: 19014,SpEffect from Event Type: 67,SpEffect ID: 6210175
SpEffect found in TAE: 2003,SpEffect found in Animation: 19030,SpEffect from Event Type: 66,SpEffect ID: 412
SpEffect found in TAE: 2003,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2003,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202027
SpEffect found in TAE: 2003,SpEffect found in Animation: 19200,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2003,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2003,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2003,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2003,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2003,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202027
SpEffect found in TAE: 2003,SpEffect found in Animation: 19210,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2003,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2003,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2003,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2003,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2003,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202027
SpEffect found in TAE: 2003,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2003,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2003,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2003,SpEffect found in Animation: 19250,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2003,SpEffect found in Animation: 19250,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2003,SpEffect found in Animation: 19260,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2003,SpEffect found in Animation: 19260,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2003,SpEffect found in Animation: 19300,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2003,SpEffect found in Animation: 19300,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2003,SpEffect found in Animation: 19310,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2003,SpEffect found in Animation: 19310,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2003,SpEffect found in Animation: 19400,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2003,SpEffect found in Animation: 19400,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2003,SpEffect found in Animation: 19410,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2003,SpEffect found in Animation: 19410,SpEffect from Event Type: 67,SpEffect ID: 173
SpEffect found in TAE: 2003,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 30
SpEffect found in TAE: 2003,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 51
SpEffect found in TAE: 2003,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 41
SpEffect found in TAE: 2003,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 40
SpEffect found in TAE: 2003,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 6215020
SpEffect found in TAE: 2003,SpEffect found in Animation: 19510,SpEffect from Event Type: 67,SpEffect ID: 30
SpEffect found in TAE: 2003,SpEffect found in Animation: 19510,SpEffect from Event Type: 67,SpEffect ID: 51
SpEffect found in TAE: 2003,SpEffect found in Animation: 19510,SpEffect from Event Type: 67,SpEffect ID: 41
SpEffect found in TAE: 2003,SpEffect found in Animation: 19510,SpEffect from Event Type: 67,SpEffect ID: 40
SpEffect found in TAE: 2003,SpEffect found in Animation: 19510,SpEffect from Event Type: 67,SpEffect ID: 6215020
SpEffect found in TAE: 2003,SpEffect found in Animation: 19520,SpEffect from Event Type: 67,SpEffect ID: 30
SpEffect found in TAE: 2003,SpEffect found in Animation: 19520,SpEffect from Event Type: 67,SpEffect ID: 51
SpEffect found in TAE: 2003,SpEffect found in Animation: 19520,SpEffect from Event Type: 67,SpEffect ID: 41
SpEffect found in TAE: 2003,SpEffect found in Animation: 19520,SpEffect from Event Type: 67,SpEffect ID: 40
SpEffect found in TAE: 2003,SpEffect found in Animation: 19520,SpEffect from Event Type: 67,SpEffect ID: 6215020
SpEffect found in TAE: 2003,SpEffect found in Animation: 19530,SpEffect from Event Type: 67,SpEffect ID: 6215020
SpEffect found in TAE: 2003,SpEffect found in Animation: 23010,SpEffect from Event Type: 67,SpEffect ID: 6210175
SpEffect found in TAE: 2003,SpEffect found in Animation: 23030,SpEffect from Event Type: 66,SpEffect ID: 412
SpEffect found in TAE: 2003,SpEffect found in Animation: 23110,SpEffect from Event Type: 67,SpEffect ID: 6210175
SpEffect found in TAE: 2003,SpEffect found in Animation: 23130,SpEffect from Event Type: 66,SpEffect ID: 412
SpEffect found in TAE: 2003,SpEffect found in Animation: 23210,SpEffect from Event Type: 67,SpEffect ID: 6210175
SpEffect found in TAE: 2010,SpEffect found in Animation: 100,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2010,SpEffect found in Animation: 100,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2010,SpEffect found in Animation: 19000,SpEffect from Event Type: 66,SpEffect ID: 6202004
SpEffect found in TAE: 2010,SpEffect found in Animation: 19000,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2010,SpEffect found in Animation: 19000,SpEffect from Event Type: 66,SpEffect ID: 100150
SpEffect found in TAE: 2010,SpEffect found in Animation: 19001,SpEffect from Event Type: 66,SpEffect ID: 6202004
SpEffect found in TAE: 2010,SpEffect found in Animation: 19001,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2010,SpEffect found in Animation: 19001,SpEffect from Event Type: 66,SpEffect ID: 100150
SpEffect found in TAE: 2010,SpEffect found in Animation: 19002,SpEffect from Event Type: 66,SpEffect ID: 6202009
SpEffect found in TAE: 2010,SpEffect found in Animation: 19002,SpEffect from Event Type: 66,SpEffect ID: 100000
SpEffect found in TAE: 2010,SpEffect found in Animation: 19004,SpEffect from Event Type: 66,SpEffect ID: 6202004
